City,Doctor,E X A M   T Y P E,Metric Selection - Clinical Products - Prefix,Metric Selection - Clinical Products - Sufix,Performer Type,State,Store,Brand,Company Category,Current Period - Filter,Arrived Date,cities,Last Update,Prescribed and Sold (Units) - MacuHealth,PrescribedMacuHealth,UnitsMacuHealth
Uberaba,Dr. Tiago Martins,Examination,$,,Remote,Minas Gerais,195 - Seaside Tansy,Optical Care,Corporate,True,3/26/2023 1:44:33 PM,Uberaba - Minas Gerais,"28 March, 2023",1,1,2
Montes Claros,Dra. Camila Silva,Contact Lens Exam,$,,Remote,Minas Gerais,55 - Oahu Pricklyash,Optical Care,Corporate,True,3/27/2023 10:59:46 AM,Montes Claros - Minas Gerais,"28 March, 2023",1,1,2
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,270 - Snakeweed,Optical Care,Corporate,True,3/28/2023 6:21:59 PM,Goiânia - Goiás,"28 March, 2023",0,1,0
Florianópolis,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,172 - Klamath Rushlily,Optical Care,Corporate,True,3/27/2023 1:13:08 PM,Florianópolis - Santa Catarina,"28 March, 2023",0,1,0
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,171 - Eggleaf Spurge,Optical Care,Corporate,True,3/26/2023 3:06:04 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,1,0
João Pessoa,Dr. Michael Araujo,Examination,$,,Remote,Paraíba,110 - Campylopus Moss,Optical Care,Corporate,True,3/27/2023 5:26:33 PM,João Pessoa - Paraíba,"28 March, 2023",1,1,2
Blumenau,Dra. Andrea Oliveira,Examination,$,,Remote,Santa Catarina,126 - Albany Hawthorn,Optical Care,Corporate,True,3/28/2023 7:41:56 PM,Blumenau - Santa Catarina,"28 March, 2023",0,1,0
São José dos Campos,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,186 - Kudzu,Optical Care,Corporate,True,3/27/2023 3:51:59 PM,São José dos Campos - São Paulo,"28 March, 2023",0,1,0
Montes Claros,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,146 - Arctic Spotted Felt Lichen,Optical Care,Corporate,True,3/28/2023 10:10:06 AM,Montes Claros - Minas Gerais,"28 March, 2023",0,1,0
Petrópolis,Dr. Leandro Menezes,Examination,$,,Remote,Rio de Janeiro,155 - Schaffner's Grasswort,Optical Care,Corporate,True,3/28/2023 11:31:14 AM,Petrópolis - Rio de Janeiro,"28 March, 2023",0,1,0
Goiânia,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Goiás,139 - Morro Manzanita,Optical Care,Corporate,True,3/26/2023 3:54:22 PM,Goiânia - Goiás,"28 March, 2023",0,1,0
São José do Rio Preto,Dr. Leandro Menezes,Examination,$,,Remote,São Paulo,65 - Sensitive Fern,Eye You Care,Franchise,True,3/28/2023 12:57:42 PM,São José do Rio Preto - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Tiago Martins,Examination,$,,Remote,Minas Gerais,41 - Florida Bully,Eye You Care,Franchise,True,3/26/2023 2:53:50 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Brasília,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,Distrito Federal,3 - Purpledisk Helianthella,Eye You Care,Franchise,True,3/28/2023 12:01:08 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Minas Gerais,56 - Guiana Fern,Eye You Care,Franchise,True,3/26/2023 1:20:06 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,200 - Furcraea,Eye You Care,Franchise,True,3/27/2023 12:07:22 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,38 - Donner Lake Lupine,Eye You Care,Franchise,True,3/27/2023 5:18:26 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,182 - European Cornsalad,Eye You Care,Franchise,True,3/27/2023 4:34:30 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,61 - Ames' Quillwort,Eye You Care,Franchise,True,3/27/2023 3:31:07 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Minas Gerais,56 - Guiana Fern,Eye You Care,Franchise,True,3/28/2023 3:13:32 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,165 - Leathery Grapefern,Eye You Care,Franchise,True,3/27/2023 11:11:16 AM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,23 - Tufted Alpine Saxifrage,Eye You Care,Franchise,True,3/27/2023 4:30:13 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,141 - Eggleaf Twayblade,Eye You Care,Franchise,True,3/28/2023 4:25:44 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Tiago Martins,Examination,$,,Remote,Minas Gerais,275 - Kauai Geranium,Eye You Care,Franchise,True,3/28/2023 11:42:05 AM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,21 - Early Buttercup,Eye You Care,Franchise,True,3/28/2023 5:34:10 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,248 - Desert Princesplume,Eye You Care,Franchise,True,3/28/2023 6:16:52 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Brasília,Dr. Rafael Ribeiro,Contact Lens Exam,$,,Remote,Distrito Federal,129 - Spreadingpod Rockcress,Eye You Care,Franchise,True,3/27/2023 12:23:41 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Minas Gerais,152 - Alpine Bulrush,Eye You Care,Franchise,True,3/27/2023 2:57:44 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Recife,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Pernambuco,43 - Resurrection Fern,Eye You Care,Franchise,True,3/28/2023 4:29:40 PM,Recife - Pernambuco,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,165 - Leathery Grapefern,Eye You Care,Franchise,True,3/27/2023 9:09:20 AM,São Paulo - São Paulo,"28 March, 2023",0,0,1
Campina Grande,Dr. Tiago Martins,Examination Recheck,$,,Remote,Paraíba,224 - White Star Apple,Eye You Care,Franchise,True,3/28/2023 11:46:47 AM,Campina Grande - Paraíba,"28 March, 2023",0,0,2
Belo Horizonte,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Minas Gerais,191 - Woodland Muhly,Eye You Care,Franchise,True,3/28/2023 5:05:00 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,1
São Paulo,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,São Paulo,177 - Currant Milkvetch,Eye You Care,Franchise,True,3/28/2023 2:13:48 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,39 - Parish's Needlegrass,Eye You Care,Franchise,True,3/27/2023 1:42:56 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Bauru,Dr. Bruno Rodrigues,Examination,$,,Remote,São Paulo,273 - Sabinon,Eye You Care,Franchise,True,3/27/2023 2:22:07 PM,Bauru - São Paulo,"28 March, 2023",0,0,0
Campo Grande,Dr. Rafael Ribeiro,Examination,$,,Remote,Mato Grosso do Sul,291 - Longbarb Arrowhead,Eye You Care,Franchise,True,3/27/2023 3:08:36 PM,Campo Grande - Mato Grosso do Sul,"28 March, 2023",0,0,1
João Pessoa,Dr. Marcelo Ferreira,Examination,$,,Remote,Paraíba,160 - Forest Babyboot Orchid,Eye You Care,Franchise,True,3/27/2023 5:31:26 PM,João Pessoa - Paraíba,"28 March, 2023",0,0,2
Belo Horizonte,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,274 - Bulrush,Eye You Care,Franchise,True,3/27/2023 4:47:35 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
Bauru,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,São Paulo,273 - Sabinon,Eye You Care,Franchise,True,3/27/2023 5:55:25 PM,Bauru - São Paulo,"28 March, 2023",0,0,2
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,4 - Ball Saltbush,Eye You Care,Franchise,True,3/28/2023 4:30:37 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
São José do Rio Preto,Dr. Leandro Menezes,Examination,$,,Remote,São Paulo,65 - Sensitive Fern,Eye You Care,Franchise,True,3/28/2023 5:32:31 PM,São José do Rio Preto - São Paulo,"28 March, 2023",0,0,0
Brasília,Dra. Fernanda Souza,Contact Lens Exam,$,,Remote,Distrito Federal,104 - Succulent Owl's-clover,Eye You Care,Franchise,True,3/28/2023 5:09:16 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,0
Belo Horizonte,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,220 - Platydesma,Eye You Care,Franchise,True,3/27/2023 3:25:36 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,64 - Cattle Saltbush,Eye You Care,Franchise,True,3/28/2023 4:08:34 PM,São Paulo - São Paulo,"28 March, 2023",0,0,1
Brasília,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,Distrito Federal,198 - Skyttella Lichen,Eye You Care,Franchise,True,3/28/2023 5:29:52 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,1
Brasília,Dra. Fernanda Souza,Examination,$,,Remote,Distrito Federal,4 - Ball Saltbush,Eye You Care,Franchise,True,3/27/2023 3:12:03 PM,Brasília - Distrito Federal,"28 March, 2023",0,0,2
Florianópolis,Dra. Andrea Oliveira,Contact Lens Exam,$,,Remote,Santa Catarina,170 - Howell's Pussytoes,Optical Care,Corporate,True,3/27/2023 6:59:59 PM,Florianópolis - Santa Catarina,"28 March, 2023",0,0,0
Porto Velho,Dra. Daniela Ramos,Examination,$,,Onsite,Rondônia,109 - Intermediate Cartilage Lichen,Optical Care,Corporate,True,3/28/2023 4:42:38 PM,Porto Velho - Rondônia,"28 March, 2023",0,0,0
Campinas,Dra. Letícia Mendonça,Contact Lens Recheck,$,,Onsite,São Paulo,208 - Manyfruit Cyanea,Optical Care,Corporate,True,3/28/2023 2:01:19 PM,Campinas - São Paulo,"28 March, 2023",0,0,0
Joinville,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,166 - Knotweed Spineflower,Optical Care,Corporate,True,3/28/2023 1:04:22 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Joinville,Dra. Andrea Oliveira,Examination,$,,Remote,Santa Catarina,31 - Shrimpplant,Optical Care,Corporate,True,3/26/2023 4:45:14 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Natal,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Rio Grande do Norte,171 - Eggleaf Spurge,Optical Care,Corporate,True,3/26/2023 3:14:13 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Natal,Dra. Andrea Oliveira,Contact Lens Exam,$,,Remote,Rio Grande do Norte,130 - Reed's Bryum Moss,Optical Care,Corporate,True,3/28/2023 2:37:58 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,1
Anápolis,Dra. Camila Nascimento,Contact Lens Exam,$,,Remote,Goiás,279 - Butterfly Milkweed,Optical Care,Corporate,True,3/27/2023 12:12:32 PM,Anápolis - Goiás,"28 March, 2023",0,0,0
Maceió,Dr. Michael Araujo,Examination,$,,Remote,Alagoas,211 - Common Hoptree,Optical Care,Corporate,True,3/28/2023 2:47:58 PM,Maceió - Alagoas,"28 March, 2023",0,0,1
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,171 - Eggleaf Spurge,Optical Care,Corporate,True,3/28/2023 2:27:37 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Fortaleza,Dra. Camila Nascimento,Examination,$,,Remote,Ceará,178 - Kauai Catchfly,Eye You Care,Corporate,True,3/27/2023 3:53:32 PM,Fortaleza - Ceará,"28 March, 2023",0,1,0
Fortaleza,Dra. Camila Nascimento,Examination,$,,Remote,Ceará,53 - Dixie Iris,Eye You Care,Corporate,True,3/28/2023 10:09:39 AM,Fortaleza - Ceará,"28 March, 2023",0,1,0
Rio de Janeiro,Dra. Júlia Guimarães,Examination,$,,Remote,Rio de Janeiro,92 - Isle Royale Ragwort,Eye You Care,Corporate,True,3/27/2023 6:47:09 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,1,0
São José do Rio Preto,Dr. Fernando Ferreira,Examination,$,,Onsite,São Paulo,215 - Goldenrod,Eye You Care,Corporate,True,3/27/2023 5:15:00 PM,São José do Rio Preto - São Paulo,"28 March, 2023",1,1,1
São José do Rio Preto,Dra. Camila Silva,Examination,$,,Remote,São Paulo,142 - Waianae Range Melicope,Eye You Care,Corporate,True,3/27/2023 1:41:08 PM,São José do Rio Preto - São Paulo,"28 March, 2023",1,1,2
Salvador,Dr. Marcelo Ferreira,Examination,$,,Remote,Bahia,179 - Oxeye Daisy,Eye You Care,Corporate,True,3/27/2023 10:55:21 AM,Salvador - Bahia,"28 March, 2023",0,1,0
Brasília,Dra. Fernanda Souza,Examination,$,,Remote,Distrito Federal,102 - California Sweetgrass,Eye You Care,Corporate,True,3/28/2023 1:48:16 PM,Brasília - Distrito Federal,"28 March, 2023",0,1,0
Rio de Janeiro,Dra. Júlia Guimarães,Contact Lens Exam,$,,Remote,Rio de Janeiro,75 - Smallflower Desert-chicory,Eye You Care,Corporate,True,3/27/2023 9:13:17 AM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,1,0
Joinville,Dra. Camila Nascimento,Examination,$,,Remote,Santa Catarina,70 - Hedgehog Gourd,Eye You Care,Corporate,True,3/27/2023 12:39:09 PM,Joinville - Santa Catarina,"28 March, 2023",0,1,0
Belo Horizonte,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,196 - Hawai'i Morning-glory,Eye You Care,Corporate,True,3/28/2023 2:00:05 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,1,0
Palmas,Dr. Bruno Rodrigues,Examination,$,,Remote,Tocantins,287 - Menzies' Spirea,Eye You Care,Corporate,True,3/28/2023 4:29:37 PM,Palmas - Tocantins,"28 March, 2023",0,1,0
Vitória,Dra. Júlia Guimarães,Contact Lens Exam,$,,Remote,Espírito Santo,212 - Wailupe Valley Treecotton,Eye You Care,Corporate,True,3/27/2023 5:53:17 PM,Vitória - Espírito Santo,"28 March, 2023",1,1,2
Brasília,Dr. Gabriel Costa,Contact Lens Exam,$,,Onsite,Distrito Federal,102 - California Sweetgrass,Eye You Care,Corporate,True,3/28/2023 1:21:31 PM,Brasília - Distrito Federal,"28 March, 2023",0,1,0
Rio de Janeiro,Dra. Júlia Guimarães,Contact Lens Exam,$,,Remote,Rio de Janeiro,92 - Isle Royale Ragwort,Eye You Care,Corporate,True,3/27/2023 5:52:37 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,1,0
Rio de Janeiro,Dra. Júlia Guimarães,Examination,$,,Remote,Rio de Janeiro,75 - Smallflower Desert-chicory,Eye You Care,Corporate,True,3/27/2023 3:37:12 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,1,0
Brasília,Dra. Fernanda Souza,Examination,$,,Remote,Distrito Federal,102 - California Sweetgrass,Eye You Care,Corporate,True,3/28/2023 10:10:52 AM,Brasília - Distrito Federal,"28 March, 2023",0,1,0
Joinville,Dra. Camila Nascimento,Contact Lens Exam,$,,Remote,Santa Catarina,258 - Three Toothed Saxifrage,Eye You Care,Corporate,True,3/28/2023 9:17:52 AM,Joinville - Santa Catarina,"28 March, 2023",0,1,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,84 - Wreath Lichen,Eye You Care,Corporate,True,3/27/2023 3:46:30 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,1,0
Cascavel,Dr. Bruno Rodrigues,Examination,$,,Remote,Paraná,159 - Urera,Eye You Care,Corporate,True,3/27/2023 12:53:55 PM,Cascavel - Paraná,"28 March, 2023",0,1,0
Rio de Janeiro,Dra. Júlia Guimarães,Examination,$,,Remote,Rio de Janeiro,190 - Prickless Dewberry,Eye You Care,Corporate,True,3/28/2023 12:30:56 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,1,0
Florianópolis,Dra. Mariana Pereira,Examination Recheck,$,,Onsite,Santa Catarina,283 - Widgeonweed,Optical Care,Corporate,True,3/28/2023 1:32:39 PM,Florianópolis - Santa Catarina,"28 March, 2023",0,1,0
Florianópolis,Dra. Mariana Pereira,Examination Recheck,$,,Onsite,Santa Catarina,283 - Widgeonweed,Optical Care,Corporate,True,3/28/2023 7:06:56 PM,Florianópolis - Santa Catarina,"28 March, 2023",0,1,0
Londrina,Dr. Lucas Oliveira,Contact Lens Exam,$,,Onsite,Paraná,203 - Sturdy Sedge,Optical Care,Corporate,True,3/28/2023 11:11:13 AM,Londrina - Paraná,"28 March, 2023",0,1,0
Varginha,Dr. Vinicius Guedes,Contact Lens Recheck,$,,Onsite,Minas Gerais,151 - Hairy Buttercup,Optical Care,Corporate,True,3/28/2023 3:40:23 PM,Varginha - Minas Gerais,"28 March, 2023",0,1,0
Varginha,Dr. Vinicius Guedes,Examination,$,,Onsite,Minas Gerais,151 - Hairy Buttercup,Optical Care,Corporate,True,3/28/2023 4:38:46 PM,Varginha - Minas Gerais,"28 March, 2023",0,1,0
Caxias do Sul,Dr. Alexandre Gomes,Examination,$,,Onsite,Rio Grande do Sul,99 - Common Woolly Sunflower,Optical Care,Corporate,True,3/28/2023 1:40:34 PM,Caxias do Sul - Rio Grande do Sul,"28 March, 2023",0,1,0
São Carlos,Dr. Daniel Rocha,Examination,$,,Onsite,São Paulo,140 - Aroma,Optical Care,Corporate,True,3/27/2023 11:29:08 AM,São Carlos - São Paulo,"28 March, 2023",0,1,0
Rio de Janeiro,Dr. Roberto Castro,Examination Recheck,$,,Onsite,Rio de Janeiro,285 - Goose Neck Moss,Optical Care,Corporate,True,3/28/2023 1:57:25 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,1,0
Joinville,Dr. Marcos Oliveira,Examination Recheck,$,,Onsite,Santa Catarina,37 - Round Pepperweed,Optical Care,Corporate,True,3/27/2023 8:54:35 PM,Joinville - Santa Catarina,"28 March, 2023",0,1,0
Florianópolis,Dra. Mariana Pereira,Examination,$,,Onsite,Santa Catarina,283 - Widgeonweed,Optical Care,Corporate,True,3/28/2023 8:38:07 PM,Florianópolis - Santa Catarina,"28 March, 2023",0,1,0
Campinas,Dra. Letícia Mendonça,Examination,$,,Onsite,São Paulo,208 - Manyfruit Cyanea,Optical Care,Corporate,True,3/28/2023 2:11:13 PM,Campinas - São Paulo,"28 March, 2023",0,1,0
Goiânia,Dr. Leandro Menezes,Contact Lens Exam,$,,Remote,Goiás,35 - Parmotrema Lichen,Optical Care,Corporate,True,3/27/2023 2:12:09 PM,Goiânia - Goiás,"28 March, 2023",0,1,0
Aracaju,Dra. Camila Nascimento,Examination,$,,Remote,Sergipe,14 - Tassel Grape Hyacinth,Optical Care,Corporate,True,3/26/2023 1:34:22 PM,Aracaju - Sergipe,"28 March, 2023",0,1,0
Goiânia,Dr. Leandro Menezes,Examination,$,,Remote,Goiás,35 - Parmotrema Lichen,Optical Care,Corporate,True,3/28/2023 1:10:27 PM,Goiânia - Goiás,"28 March, 2023",0,1,0
São José dos Campos,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,246 - Blackbrush Acacia,Optical Care,Corporate,True,3/28/2023 3:17:30 PM,São José dos Campos - São Paulo,"28 March, 2023",0,1,0
Goiânia,Dr. Leandro Menezes,Examination,$,,Remote,Goiás,35 - Parmotrema Lichen,Optical Care,Corporate,True,3/28/2023 2:01:07 PM,Goiânia - Goiás,"28 March, 2023",0,1,0
Mossoró,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,Rio Grande do Norte,192 - Large Selenia,Optical Care,Corporate,True,3/28/2023 5:59:14 PM,Mossoró - Rio Grande do Norte,"28 March, 2023",0,1,0
Uberaba,Dr. Bruno Rodrigues,Examination,$,,Remote,Minas Gerais,85 - Menzies' Anacolia Moss,Optical Care,Corporate,True,3/27/2023 6:18:54 PM,Uberaba - Minas Gerais,"28 March, 2023",0,1,0
Santa Rita do Sapucaí,Dr. Gabriel Costa,Contact Lens Exam,$,,Remote,Minas Gerais,40 - Jamaican Feverplant,Optical Care,Corporate,True,3/27/2023 5:58:14 PM,Santa Rita do Sapucaí - Minas Gerais,"28 March, 2023",0,1,0
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,139 - Morro Manzanita,Optical Care,Corporate,True,3/28/2023 6:17:37 PM,Goiânia - Goiás,"28 March, 2023",0,1,0
Natal,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Rio Grande do Norte,97 - Glacial Kiaeria Moss,Optical Care,Corporate,True,3/28/2023 4:14:49 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,1,0
São José dos Campos,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,26 - Garcinia,Optical Care,Corporate,True,3/26/2023 2:35:18 PM,São José dos Campos - São Paulo,"28 March, 2023",0,1,0
Montes Claros,Dra. Camila Silva,Contact Lens Exam,$,,Remote,Minas Gerais,146 - Arctic Spotted Felt Lichen,Optical Care,Corporate,True,3/28/2023 12:35:21 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,1,0
Montes Claros,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,146 - Arctic Spotted Felt Lichen,Optical Care,Corporate,True,3/27/2023 10:02:12 AM,Montes Claros - Minas Gerais,"28 March, 2023",0,1,0
Belém,Dr. Marcelo Ferreira,Examination,$,,Remote,Pará,231 - Tropical Whiteweed,Optical Care,Corporate,True,3/27/2023 4:01:26 PM,Belém - Pará,"28 March, 2023",0,1,0
Montes Claros,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,146 - Arctic Spotted Felt Lichen,Optical Care,Corporate,True,3/27/2023 3:44:31 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,1,0
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,262 - Britton's Skullcap,Optical Care,Corporate,True,3/28/2023 11:29:25 AM,São Luís - Maranhão,"28 March, 2023",1,1,1
Natal,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Rio Grande do Norte,188 - Hoary Brome,Optical Care,Corporate,True,3/26/2023 5:26:10 PM,Natal - Rio Grande do Norte,"28 March, 2023",1,1,1
Rio de Janeiro,Dra. Júlia Guimarães,Contact Lens Exam,$,,Remote,Rio de Janeiro,175 - Globe Beaksedge,Optical Care,Corporate,True,3/28/2023 1:05:24 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",1,1,1
Cuiabá,Dr. Bruno Rodrigues,Examination,$,,Remote,Mato Grosso,269 - Utah Serviceberry,Optical Care,Corporate,True,3/27/2023 7:11:54 PM,Cuiabá - Mato Grosso,"28 March, 2023",1,1,1
Montes Claros,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,146 - Arctic Spotted Felt Lichen,Optical Care,Corporate,True,3/27/2023 3:50:45 PM,Montes Claros - Minas Gerais,"28 March, 2023",1,1,1
São José dos Campos,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,26 - Garcinia,Optical Care,Corporate,True,3/27/2023 11:14:26 AM,São José dos Campos - São Paulo,"28 March, 2023",1,1,1
Uberlândia,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,121 - Kaido Crab Apple,Optical Care,Corporate,True,3/27/2023 6:19:35 PM,Uberlândia - Minas Gerais,"28 March, 2023",1,1,1
Piracicaba,Dra. Camila Nascimento,Contact Lens Exam,$,,Remote,São Paulo,2 - Tweedy's Fleabane,Optical Care,Corporate,True,3/28/2023 9:25:01 AM,Piracicaba - São Paulo,"28 March, 2023",1,1,1
Florianópolis,Dr. Leandro Menezes,Contact Lens Exam,$,,Remote,Santa Catarina,172 - Klamath Rushlily,Optical Care,Corporate,True,3/28/2023 7:53:10 PM,Florianópolis - Santa Catarina,"28 March, 2023",1,1,1
Piracicaba,Dra. Camila Nascimento,Examination,$,,Remote,São Paulo,2 - Tweedy's Fleabane,Optical Care,Corporate,True,3/27/2023 6:34:07 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,0
Piracicaba,Dra. Camila Nascimento,Examination,$,,Remote,São Paulo,235 - Yam,Optical Care,Corporate,True,3/27/2023 4:20:51 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,0
São José dos Campos,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,26 - Garcinia,Optical Care,Corporate,True,3/26/2023 2:42:31 PM,São José dos Campos - São Paulo,"28 March, 2023",0,0,0
São José dos Campos,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,26 - Garcinia,Optical Care,Corporate,True,3/27/2023 12:28:18 PM,São José dos Campos - São Paulo,"28 March, 2023",0,0,0
Uberaba,Dr. Tiago Martins,Examination,$,,Remote,Minas Gerais,195 - Seaside Tansy,Optical Care,Corporate,True,3/28/2023 10:39:10 AM,Uberaba - Minas Gerais,"28 March, 2023",0,0,0
Joinville,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,290 - Waxy Bedstraw,Optical Care,Corporate,True,3/27/2023 3:53:47 PM,Joinville - Santa Catarina,"28 March, 2023",0,1,0
Maringá,Dr. Bruno Rodrigues,Contact Lens Exam,$,,Remote,Paraná,264 - Southern Quillwort,Optical Care,Corporate,True,3/28/2023 11:49:44 AM,Maringá - Paraná,"28 March, 2023",1,1,1
São Carlos,Dr. Daniel Rocha,Examination,$,,Onsite,São Paulo,140 - Aroma,Optical Care,Corporate,True,3/28/2023 4:48:39 PM,São Carlos - São Paulo,"28 March, 2023",1,1,1
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,289 - Trichostomum Moss,Optical Care,Corporate,True,3/27/2023 7:07:18 PM,São Luís - Maranhão,"28 March, 2023",1,1,2
Aracaju,Dra. Natália Castro,Examination,$,,Onsite,Sergipe,14 - Tassel Grape Hyacinth,Optical Care,Corporate,True,3/28/2023 2:14:55 PM,Aracaju - Sergipe,"28 March, 2023",0,1,0
Natal,Dra. Andrea Oliveira,Examination,$,,Remote,Rio Grande do Norte,89 - Rosette Lichen,Optical Care,Corporate,True,3/27/2023 4:31:18 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,1,0
Uberlândia,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Minas Gerais,121 - Kaido Crab Apple,Optical Care,Corporate,True,3/26/2023 3:12:15 PM,Uberlândia - Minas Gerais,"28 March, 2023",0,1,0
